tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2020-06-24,58.0,22.0,16.0,124.0,19.0,124.0,O3,TIDAK SEHAT,DKI2
2020-06-25,80.0,25.0,53.0,85.0,23.0,85.0,O3,SEDANG,DKI5
2020-06-26,78.0,24.0,23.0,97.0,19.0,97.0,O3,SEDANG,DKI5
2020-06-27,75.0,25.0,18.0,69.0,14.0,75.0,PM10,SEDANG,DKI2
2020-06-28,80.0,25.0,16.0,81.0,11.0,81.0,O3,SEDANG,DKI3
2020-06-29,78.0,24.0,15.0,90.0,15.0,90.0,O3,SEDANG,DKI5
2020-06-30,79.0,24.0,18.0,86.0,15.0,86.0,O3,SEDANG,DKI5
2020-07-01,74.0,29.0,15.0,94.0,14.0,94.0,O3,SEDANG,DKI5
2020-07-02,79.0,24.0,20.0,71.0,13.0,79.0,PM10,SEDANG,DKI2
2020-07-03,58.0,27.0,23.0,88.0,14.0,88.0,O3,SEDANG,DKI3
2020-07-04,70.0,23.0,16.0,71.0,14.0,71.0,O3,SEDANG,DKI3
2020-07-05,67.0,24.0,16.0,57.0,12.0,67.0,PM10,SEDANG,DKI4
2020-07-06,75.0,39.0,16.0,66.0,16.0,75.0,PM10,SEDANG,DKI2
2020-07-07,57.0,30.0,15.0,63.0,16.0,63.0,O3,SEDANG,DKI5
2020-07-08,69.0,28.0,15.0,90.0,15.0,90.0,O3,SEDANG,DKI5
2020-07-09,60.0,22.0,14.0,102.0,12.0,102.0,O3,TIDAK SEHAT,DKI2
2020-07-10,70.0,24.0,21.0,113.0,19.0,113.0,O3,TIDAK SEHAT,DKI3
2020-07-11,86.0,23.0,20.0,111.0,16.0,111.0,O3,TIDAK SEHAT,DKI3
2020-07-12,68.0,22.0,24.0,79.0,9.0,79.0,O3,SEDANG,DKI5
2020-07-13,68.0,25.0,20.0,71.0,13.0,71.0,O3,SEDANG,DKI3
2020-07-14,69.0,23.0,15.0,71.0,16.0,71.0,O3,SEDANG,DKI2
2020-07-15,63.0,22.0,14.0,51.0,12.0,63.0,PM10,SEDANG,DKI4
2020-07-16,55.0,27.0,13.0,52.0,11.0,55.0,PM10,SEDANG,DKI2
2020-07-17,66.0,31.0,17.0,68.0,14.0,68.0,O3,SEDANG,DKI5
2020-07-18,59.0,25.0,17.0,84.0,15.0,84.0,O3,SEDANG,DKI5
2020-07-19,71.0,25.0,21.0,90.0,10.0,90.0,O3,SEDANG,DKI5
2020-07-20,66.0,20.0,14.0,119.0,12.0,119.0,O3,TIDAK SEHAT,DKI5
2020-07-21,87.0,24.0,48.0,95.0,14.0,95.0,O3,SEDANG,DKI5
2020-07-22,63.0,23.0,20.0,75.0,15.0,75.0,O3,SEDANG,DKI5
2020-07-23,63.0,25.0,15.0,130.0,11.0,130.0,O3,TIDAK SEHAT,DKI5
2020-07-24,67.0,24.0,18.0,98.0,13.0,98.0,O3,SEDANG,DKI5
2020-07-25,69.0,24.0,13.0,92.0,11.0,92.0,O3,SEDANG,DKI5
2020-07-26,62.0,26.0,11.0,79.0,10.0,79.0,O3,SEDANG,DKI3
2020-07-27,67.0,31.0,12.0,89.0,12.0,89.0,O3,SEDANG,DKI5
2020-07-28,71.0,24.0,21.0,160.0,14.0,160.0,O3,TIDAK SEHAT,DKI5
2020-07-29,67.0,24.0,17.0,164.0,14.0,164.0,O3,TIDAK SEHAT,DKI5
2020-07-30,76.0,24.0,14.0,136.0,14.0,136.0,O3,TIDAK SEHAT,DKI3
2020-07-31,68.0,25.0,13.0,115.0,14.0,115.0,O3,TIDAK SEHAT,DKI2
